4,7,training1,,32413,
4,7,training2,31,32,
4,7,training2,31,34,
4,7,training2,31,31,
4,7,training2,14,13,
4,7,training2,14,12,
4,7,training2,14,14,
4,7,training2,34,34,
4,7,training2,41,3,
4,7,training2,41,2,
4,7,training2,41,41,
4,7,training2,22,22,
4,7,training2,23,23,
4,7,training2,44,44,
4,7,training2,11,11,
4,7,training2,24,1,
4,7,training2,24,21,
4,7,training2,24,4,
4,7,training2,24,22,
4,7,training2,24,4,
4,7,training2,24,1,
4,7,training2,24,24,
4,7,training2,32,1,
4,7,training2,32,34,
4,7,training2,32,1,
4,7,training2,32,34,
4,7,training2,32,1,
4,7,training2,32,2,
4,7,training2,32,4,
4,7,training2,32,1,
4,7,training2,32,34,
4,7,training2,32,32,
4,7,training2,13,13,
4,7,training2,12,12,
4,7,training2,42,42,
4,7,training2,43,43,
4,7,training2,21,21,
4,7,training2,33,33,
4,7,block1,41243134341,4123,None
4,7,block1,4413442141343431,234412,None
4,7,block1,1234123412423,1,None
4,7,block1,114311231421,2,None
4,7,block1,1324132413,13441344,60
4,7,block1,2412141341,3234414,30
4,7,block1,134213421322,1213441344,58
4,7,block1,11231123,11311231123,72
4,7,block1,1234123412423,124412441243,76
4,7,block1,13242413,1213441342,40
4,7,block1,421342121423,43421342134,50
4,7,block1,114311231421,113112311234,66
4,7,block1,1324123,1322134,57
4,7,block1,41234123,41231,None
4,7,block1,13431344,134413123,55
4,7,block1,2413243342143,2133243,53
4,7,block1,421342434231,42334234,58
4,7,block1,3123314341,3413414,40
4,7,block1,1324134313,134413143,60
4,7,block1,4442144431341,4441444143,69
4,7,block1,443244124321,44124123,58
4,7,block1,41243134341,124,None
4,7,block1,123412431243,12431234,50
4,7,block1,41234123,41234123,100
4,7,block1,41243134341,41234132,45
4,7,block1,132413241413,2423421342,33
4,7,block1,1324132413443,132413241324,84
4,7,block1,1243124343,1243124343,100
4,7,block1,444144424431,444144414442,75
4,7,block1,124312341241,142312431,58
4,7,block1,124312133124,12431243,58
4,7,block1,13413421342,134213421,63
4,7,block1,214322131423,21432122,58
4,7,block1,1324134342,1344132,60
4,7,block1,4413442141343431,44134412,43
4,7,block1,14231423413,11231123142,54
4,7,block2,1324123,1124123,85
4,7,block2,124312133124,12431243,58
4,7,block2,214322131423,21321432143,58
4,7,block2,124312341241,124312341243,91
4,7,block2,41243134341,412341,None
4,7,block2,1324132413443,12441244123,46
4,7,block2,1324132413,13441344143,72
4,7,block2,134213421322,13421342132,91
4,7,block2,132413241413,14221422123,50
4,7,block2,14231423413,14231423141,81
4,7,block2,2413243342143,14321,None
4,7,block2,1234123412423,12341234121,76
4,7,block2,2412141341,2414441,60
4,7,block2,13413421342,1341341,63
4,7,block2,1324134342,13241324123,63
4,7,block2,11231123,11231123,100
4,7,block2,13242413,1344143,62
4,7,block2,444144424431,444144424,75
4,7,block2,4442144431341,244414442,46
4,7,block2,3123314341,3211231,50
4,7,block2,41243134341,4143143,63
4,7,block2,13431344,13441343,75
4,7,block2,4413442141343431,44134413,50
4,7,block2,41234123,41234123,100
4,7,block2,1324134313,1324132413,80
4,7,block2,443244124321,4434443134,50
4,7,block2,421342121423,421413,None
4,7,block2,421342434231,42134212,58
4,7,block2,421342121423,412443,None
4,7,block2,1243124343,1243124343,100
4,7,block2,421342121423,42134212,66
4,7,block2,114311231421,11431142,66
4,7,block2,123412431243,12431234343,58
4,7,block2,2413243342143,14231423,46
